"","V1","V2"
"9141","ENSG00000149476.10","DAK"
"9142","ENSG00000149480.2","MTA2"
"9143","ENSG00000149483.7","TMEM138"
"9144","ENSG00000149485.12","FADS1"
"9145","ENSG00000149488.11","TMC2"
"9146","ENSG00000149489.4","ROM1"
"9147","ENSG00000149499.7","EML3"
"9148","ENSG00000149503.8","INCENP"
"9149","ENSG00000149506.6","ZP1"
"9150","ENSG00000149507.2","PLAC1L"
"9151","ENSG00000149516.9","MS4A3"
"9152","ENSG00000149527.13","PLCH2"
"9153","ENSG00000149531.10","FRG1B"
"9154","ENSG00000149532.11","CPSF7"
"9155","ENSG00000149534.4","MS4A2"
"9156","ENSG00000149541.5","B3GAT3"
"9157","ENSG00000149547.10","EI24"
"9158","ENSG00000149548.10","CCDC15"
"9159","ENSG00000149554.8","CHEK1"
"9160","ENSG00000149557.8","FEZ1"
"9161","ENSG00000149564.7","ESAM"
"9162","ENSG00000149571.6","KIRREL3"
"9163","ENSG00000149573.4","MPZL2"
"9164","ENSG00000149575.5","SCN2B"
"9165","ENSG00000149577.11","SIDT2"
"9166","ENSG00000149582.11","TMEM25"
"9167","ENSG00000149591.12","TAGLN"
"9168","ENSG00000149596.6","JPH2"
"9169","ENSG00000149599.11","DUSP15"
"9170","ENSG00000149600.7","COMMD7"
"9171","ENSG00000149609.5","C20orf144"
"9172","ENSG00000149633.7","KIAA1755"
"9173","ENSG00000149634.4","SPATA25"
"9174","ENSG00000149635.2","OCSTAMP"
"9175","ENSG00000149636.11","DSN1"
"9176","ENSG00000149639.10","SOGA1"
"9177","ENSG00000149646.8","CNBD2"
"9178","ENSG00000149651.3","SPINT4"
"9179","ENSG00000149654.5","CDH22"
"9180","ENSG00000149657.15","LSM14B"
"9181","ENSG00000149658.13","YTHDF1"
"9182","ENSG00000149679.7","CABLES2"
"9183","ENSG00000149716.8","ORAOV1"
"9184","ENSG00000149735.2","GPHA2"
"9185","ENSG00000149742.5","SLC22A9"
"9186","ENSG00000149743.9","TRPT1"
"9187","ENSG00000149761.4","NUDT22"
"9188","ENSG00000149781.8","FERMT3"
"9189","ENSG00000149782.7","PLCB3"
"9190","ENSG00000149792.4","MRPL49"
"9191","ENSG00000149798.3","CDC42EP2"
"9192","ENSG00000149806.6","FAU"
"9193","ENSG00000149809.10","TM7SF2"
"9194","ENSG00000149823.3","VPS51"
"9195","ENSG00000149922.6","TBX6"
"9196","ENSG00000149923.9","PPP4C"
"9197","ENSG00000149925.12","ALDOA"
"9198","ENSG00000149926.9","FAM57B"
"9199","ENSG00000149927.13","DOC2A"
"9200","ENSG00000149929.11","HIRIP3"
"9201","ENSG00000149930.13","TAOK2"
"9202","ENSG00000149932.12","TMEM219"
"9203","ENSG00000149948.9","HMGA2"
"9204","ENSG00000149968.7","MMP3"
"9205","ENSG00000149970.10","CNKSR2"
"9206","ENSG00000149972.6","CNTN5"
"9207","ENSG00000150045.7","KLRF1"
"9208","ENSG00000150048.6","CLEC1A"
"9209","ENSG00000150051.9","MKX"
"9210","ENSG00000150054.14","MPP7"
"9211","ENSG00000150076.18","C10orf68"
"9212","ENSG00000150093.14","ITGB1"
"9213","ENSG00000150165.13","ANXA8L1"
"9214","ENSG00000150201.10","FXYD4"
"9215","ENSG00000150244.8","TRIM48"
"9216","ENSG00000150261.2","OR8K1"
"9217","ENSG00000150269.1","OR5M9"
"9218","ENSG00000150275.13","PCDH15"
"9219","ENSG00000150281.6","CTF1"
"9220","ENSG00000150316.7","CWC15"
"9221","ENSG00000150337.9","FCGR1A"
"9222","ENSG00000150347.10","ARID5B"
"9223","ENSG00000150361.7","KLHL1"
"9224","ENSG00000150394.9","CDH8"
"9225","ENSG00000150401.10","DCUN1D2"
"9226","ENSG00000150403.13","TMCO3"
"9227","ENSG00000150433.5","TMEM218"
"9228","ENSG00000150455.9","TIRAP"
"9229","ENSG00000150456.6","N6AMT2"
"9230","ENSG00000150457.7","LATS2"
"9231","ENSG00000150459.8","SAP18"
"9232","ENSG00000150471.11","LPHN3"
"9233","ENSG00000150477.10","KIAA1328"
"9234","ENSG00000150510.11","FAM124A"
"9235","ENSG00000150526.7","MIA2"
"9236","ENSG00000150527.12","CTAGE5"
"9237","ENSG00000150540.9","HNMT"
"9238","ENSG00000150551.10","LYPD1"
"9239","ENSG00000150556.12","LYPD6B"
"9240","ENSG00000150593.11","PDCD4"
"9241","ENSG00000150594.5","ADRA2A"
"9242","ENSG00000150625.12","GPM6A"
"9243","ENSG00000150627.11","WDR17"
"9244","ENSG00000150628.2","SPATA4"
"9245","ENSG00000150630.2","VEGFC"
"9246","ENSG00000150636.11","CCDC102B"
"9247","ENSG00000150637.4","CD226"
"9248","ENSG00000150656.10","CNDP1"
"9249","ENSG00000150667.6","FSIP1"
"9250","ENSG00000150672.12","DLG2"
"9251","ENSG00000150676.8","CCDC83"
"9252","ENSG00000150681.5","RGS18"
"9253","ENSG00000150687.7","PRSS23"
"9254","ENSG00000150712.6","MTMR12"
"9255","ENSG00000150722.6","PPP1R1C"
"9256","ENSG00000150750.6","C11orf53"
"9257","ENSG00000150753.7","CCT5"
"9258","ENSG00000150756.9","FAM173B"
"9259","ENSG00000150760.8","DOCK1"
"9260","ENSG00000150764.9","DIXDC1"
"9261","ENSG00000150768.11","DLAT"
"9262","ENSG00000150773.6","PIH1D2"
"9263","ENSG00000150776.13","C11orf57"
"9264","ENSG00000150779.7","TIMM8B"
"9265","ENSG00000150782.7","IL18"
"9266","ENSG00000150783.5","TEX12"
"9267","ENSG00000150787.3","PTS"
"9268","ENSG00000150867.9","PIP4K2A"
"9269","ENSG00000150873.7","C2orf50"
"9270","ENSG00000150893.9","FREM2"
"9271","ENSG00000150907.6","FOXO1"
"9272","ENSG00000150938.5","CRIM1"
"9273","ENSG00000150961.10","SEC24D"
"9274","ENSG00000150967.13","ABCB9"
"9275","ENSG00000150977.9","RILPL2"
"9276","ENSG00000150990.3","DHX37"
"9277","ENSG00000150991.10","UBC"
"9278","ENSG00000150995.13","ITPR1"
"9279","ENSG00000151005.3","TKTL2"
"9280","ENSG00000151006.7","PRSS53"
"9281","ENSG00000151012.9","SLC7A11"
"9282","ENSG00000151014.4","CCRN4L"
"9283","ENSG00000151023.12","ENKUR"
"9284","ENSG00000151025.9","GPR158"
"9285","ENSG00000151033.7","LYZL2"
"9286","ENSG00000151062.10","CACNA2D4"
"9287","ENSG00000151065.9","DCP1B"
"9288","ENSG00000151067.16","CACNA1C"
"9289","ENSG00000151079.6","KCNA6"
"9290","ENSG00000151090.13","THRB"
"9291","ENSG00000151092.12","NGLY1"
"9292","ENSG00000151093.3","OXSM"
"9293","ENSG00000151116.12","UEVLD"
"9294","ENSG00000151117.4","TMEM86A"
"9295","ENSG00000151131.5","C12orf45"
"9296","ENSG00000151135.5","C12orf23"
"9297","ENSG00000151136.10","BTBD11"
"9298","ENSG00000151148.9","UBE3B"
"9299","ENSG00000151150.16","ANK3"
"9300","ENSG00000151151.5","IPMK"
"9301","ENSG00000151164.14","RAD9B"
"9302","ENSG00000151176.3","PLBD2"
"9303","ENSG00000151208.12","DLG5"
"9304","ENSG00000151224.8","MAT1A"
"9305","ENSG00000151229.8","SLC2A13"
"9306","ENSG00000151233.6","GXYLT1"
"9307","ENSG00000151239.9","TWF1"
"9308","ENSG00000151240.11","DIP2C"
"9309","ENSG00000151247.8","EIF4E"
"9310","ENSG00000151276.19","MAGI1"
"9311","ENSG00000151287.12","TEX30"
"9312","ENSG00000151292.13","CSNK1G3"
"9313","ENSG00000151304.5","SRFBP1"
"9314","ENSG00000151320.6","AKAP6"
"9315","ENSG00000151322.14","NPAS3"
"9316","ENSG00000151327.8","FAM177A1"
"9317","ENSG00000151332.14","MBIP"
"9318","ENSG00000151338.14","MIPOL1"
"9319","ENSG00000151348.9","EXT2"
"9320","ENSG00000151353.10","TMEM18"
"9321","ENSG00000151360.5","ALLC"
"9322","ENSG00000151364.11","KCTD14"
"9323","ENSG00000151365.2","THRSP"
"9324","ENSG00000151366.8","NDUFC2"
"9325","ENSG00000151376.12","ME3"
"9326","ENSG00000151379.3","MSGN1"
"9327","ENSG00000151388.6","ADAMTS12"
"9328","ENSG00000151413.12","NUBPL"
"9329","ENSG00000151414.10","NEK7"
"9330","ENSG00000151418.7","ATP6V1G3"
"9331","ENSG00000151422.8","FER"
"9332","ENSG00000151445.11","VIPAS39"
"9333","ENSG00000151458.7","ANKRD50"
"9334","ENSG00000151461.15","UPF2"
"9335","ENSG00000151465.9","CDC123"
"9336","ENSG00000151466.7","SCLT1"
"9337","ENSG00000151468.9","CCDC3"
"9338","ENSG00000151470.8","C4orf33"
"9339","ENSG00000151474.15","FRMD4A"
"9340","ENSG00000151475.4","SLC25A31"
"9341","ENSG00000151490.9","PTPRO"
"9342","ENSG00000151491.8","EPS8"
"9343","ENSG00000151498.7","ACAD8"
"9344","ENSG00000151500.10","THYN1"
"9345","ENSG00000151502.6","VPS26B"
"9346","ENSG00000151503.8","NCAPD3"
"9347","ENSG00000151532.9","VTI1A"
"9348","ENSG00000151552.7","QDPR"
"9349","ENSG00000151553.10","FAM160B1"
"9350","ENSG00000151572.12","ANO4"
"9351","ENSG00000151575.10","TEX9"
"9352","ENSG00000151576.6","QTRTD1"
"9353","ENSG00000151577.8","DRD3"
"9354","ENSG00000151611.9","MMAA"
"9355","ENSG00000151612.11","ZNF827"
"9356","ENSG00000151615.3","POU4F2"
"9357","ENSG00000151617.11","EDNRA"
"9358","ENSG00000151623.10","NR3C2"
"9359","ENSG00000151632.12","AKR1C2"
"9360","ENSG00000151640.8","DPYSL4"
"9361","ENSG00000151650.7","VENTX"
"9362","ENSG00000151651.11","ADAM8"
"9363","ENSG00000151655.13","ITIH2"
"9364","ENSG00000151657.7","KIN"
"9365","ENSG00000151665.8","PIGF"
"9366","ENSG00000151687.10","ANKAR"
"9367","ENSG00000151689.8","INPP1"
"9368","ENSG00000151690.10","MFSD6"
"9369","ENSG00000151692.10","RNF144A"
"9370","ENSG00000151693.5","ASAP2"
"9371","ENSG00000151694.8","ADAM17"
"9372","ENSG00000151702.12","FLI1"
"9373","ENSG00000151704.11","KCNJ1"
"9374","ENSG00000151715.3","TMEM45B"
"9375","ENSG00000151718.11","WWC2"
"9376","ENSG00000151725.7","MLF1IP"
"9377","ENSG00000151726.9","ACSL1"
"9378","ENSG00000151729.6","SLC25A4"
"9379","ENSG00000151743.6","AMN1"
"9380","ENSG00000151746.9","BICD1"
"9381","ENSG00000151748.10","SAV1"
"9382","ENSG00000151773.8","CCDC122"
"9383","ENSG00000151778.6","SERP2"
"9384","ENSG00000151779.8","NBAS"
"9385","ENSG00000151789.5","ZNF385D"
"9386","ENSG00000151790.4","TDO2"
"9387","ENSG00000151806.9","GUF1"
"9388","ENSG00000151812.10","SLC35F4"
"9389","ENSG00000151834.11","GABRA2"
"9390","ENSG00000151835.9","SACS"
"9391","ENSG00000151838.7","CCDC175"
"9392","ENSG00000151846.7","PABPC3"
"9393","ENSG00000151849.10","CENPJ"
"9394","ENSG00000151876.8","FBXO4"
"9395","ENSG00000151881.10","C5orf28"
"9396","ENSG00000151882.7","CCL28"
"9397","ENSG00000151883.12","PARP8"
"9398","ENSG00000151892.10","GFRA1"
"9399","ENSG00000151893.10","CACUL1"
"9400","ENSG00000151914.13","DST"
"9401","ENSG00000151917.13","BEND6"
"9402","ENSG00000151923.13","TIAL1"
"9403","ENSG00000151929.5","BAG3"
"9404","ENSG00000151948.7","GLT1D1"
"9405","ENSG00000151952.10","TMEM132D"
"9406","ENSG00000151962.3","RBM46"
"9407","ENSG00000151967.14","SCHIP1"
"9408","ENSG00000152022.7","LIX1L"
"9409","ENSG00000152034.6","MCHR2"
"9410","ENSG00000152042.13","NBPF11"
"9411","ENSG00000152049.5","KCNE4"
"9412","ENSG00000152056.12","AP1S3"
"9413","ENSG00000152061.17","RABGAP1L"
"9414","ENSG00000152076.14","CCDC74B"
"9415","ENSG00000152078.5","TMEM56"
"9416","ENSG00000152082.9","MZT2B"
"9417","ENSG00000152086.7","TUBA3E"
"9418","ENSG00000152092.11","ASTN1"
"9419","ENSG00000152093.3","CFC1B"
"9420","ENSG00000152102.13","FAM168B"
"9421","ENSG00000152104.7","PTPN14"
"9422","ENSG00000152127.4","MGAT5"
"9423","ENSG00000152128.13","TMEM163"
"9424","ENSG00000152133.10","GPATCH11"
"9425","ENSG00000152137.2","HSPB8"
"9426","ENSG00000152147.6","GEMIN6"
"9427","ENSG00000152154.6","TMEM178A"
"9428","ENSG00000152192.6","POU4F1"
"9429","ENSG00000152193.7","RNF219"
"9430","ENSG00000152207.3","CYSLTR2"
"9431","ENSG00000152208.7","GRID2"
"9432","ENSG00000152213.3","ARL11"
"9433","ENSG00000152214.8","RIT2"
"9434","ENSG00000152217.12","SETBP1"
"9435","ENSG00000152219.4","ARL14EP"
"9436","ENSG00000152223.8","EPG5"
"9437","ENSG00000152229.14","PSTPIP2"
"9438","ENSG00000152234.11","ATP5A1"
"9439","ENSG00000152240.8","HAUS1"
"9440","ENSG00000152242.6","C18orf25"
"9441","ENSG00000152253.4","SPC25"
"9442","ENSG00000152254.6","G6PC2"
"9443","ENSG00000152256.9","PDK1"
"9444","ENSG00000152266.2","PTH"
"9445","ENSG00000152270.4","PDE3B"
"9446","ENSG00000152284.4","TCF7L1"
"9447","ENSG00000152291.9","TGOLN2"
"9448","ENSG00000152292.12","SH2D6"
"9449","ENSG00000152315.4","KCNK13"
"9450","ENSG00000152332.11","UHMK1"
"9451","ENSG00000152348.11","ATG10"
"9452","ENSG00000152359.10","POC5"
"9453","ENSG00000152377.8","SPOCK1"
"9454","ENSG00000152380.5","FAM151B"
"9455","ENSG00000152382.5","TADA1"
"9456","ENSG00000152402.6","GUCY1A2"
"9457","ENSG00000152404.11","CWF19L2"
"9458","ENSG00000152409.8","JMY"
"9459","ENSG00000152413.10","HOMER1"
"9460","ENSG00000152422.11","XRCC4"
"9461","ENSG00000152430.13","BOLL"
"9462","ENSG00000152433.10","ZNF547"
"9463","ENSG00000152439.8","ZNF773"
"9464","ENSG00000152443.8","ZNF776"
"9465","ENSG00000152454.3","ZNF256"
"9466","ENSG00000152455.11","SUV39H2"
"9467","ENSG00000152457.13","DCLRE1C"
"9468","ENSG00000152463.10","OLAH"
"9469","ENSG00000152464.10","RPP38"
"9470","ENSG00000152465.13","NMT2"
"9471","ENSG00000152467.5","ZSCAN1"
"9472","ENSG00000152475.6","ZNF837"
"9473","ENSG00000152484.9","USP12"
"9474","ENSG00000152492.9","CCDC50"
"9475","ENSG00000152495.6","CAMK4"
"9476","ENSG00000152503.5","TRIM36"
"9477","ENSG00000152518.5","ZFP36L2"
"9478","ENSG00000152520.9","PAN3"
"9479","ENSG00000152527.9","PLEKHH2"
"9480","ENSG00000152556.11","PFKM"
"9481","ENSG00000152558.10","TMEM123"
"9482","ENSG00000152578.8","GRIA4"
"9483","ENSG00000152580.8","IGSF10"
"9484","ENSG00000152582.8","SPEF2"
"9485","ENSG00000152583.8","SPARCL1"
"9486","ENSG00000152591.8","DSPP"
"9487","ENSG00000152592.9","DMP1"
"9488","ENSG00000152595.12","MEPE"
"9489","ENSG00000152601.13","MBNL1"
"9490","ENSG00000152611.7","CAPSL"
"9491","ENSG00000152620.8","NADK2"
"9492","ENSG00000152642.6","GPD1L"
"9493","ENSG00000152661.7","GJA1"
"9494","ENSG00000152669.8","CCNO"
"9495","ENSG00000152670.14","DDX4"
"9496","ENSG00000152672.3","CLEC4F"
"9497","ENSG00000152683.10","SLC30A6"
"9498","ENSG00000152684.10","PELO"
"9499","ENSG00000152689.13","RASGRP3"
"9500","ENSG00000152700.9","SAR1B"
"9501","ENSG00000152705.6","CATSPER3"
"9502","ENSG00000152726.14","FAM21B"
"9503","ENSG00000152749.7","GPR180"
"9504","ENSG00000152760.5","TCTEX1D1"
"9505","ENSG00000152763.12","WDR78"
"9506","ENSG00000152766.5","ANKRD22"
"9507","ENSG00000152767.11","FARP1"
"9508","ENSG00000152778.7","IFIT5"
"9509","ENSG00000152779.12","SLC16A12"
"9510","ENSG00000152782.12","PANK1"
"9511","ENSG00000152784.11","PRDM8"
"9512","ENSG00000152785.6","BMP3"
"9513","ENSG00000152795.13","HNRNPDL"
"9514","ENSG00000152804.6","HHEX"
"9515","ENSG00000152818.14","UTRN"
"9516","ENSG00000152822.9","GRM1"
"9517","ENSG00000152894.10","PTPRK"
"9518","ENSG00000152904.7","GGPS1"
"9519","ENSG00000152910.14","CNTNAP4"
"9520","ENSG00000152926.10","ZNF117"
"9521","ENSG00000152932.6","RAB3C"
"9522","ENSG00000152936.6","IFLTD1"
"9523","ENSG00000152939.10","MARVELD2"
"9524","ENSG00000152942.14","RAD17"
"9525","ENSG00000152944.4","MED21"
"9526","ENSG00000152952.7","PLOD2"
"9527","ENSG00000152953.8","STK32B"
"9528","ENSG00000152954.7","NRSN1"
"9529","ENSG00000152969.12","JAKMIP1"
"9530","ENSG00000152977.5","ZIC1"
"9531","ENSG00000152990.9","GPR125"
"9532","ENSG00000153002.7","CPB1"
"9533","ENSG00000153006.10","SREK1IP1"
"9534","ENSG00000153012.7","LGI2"
"9535","ENSG00000153015.11","CWC27"
"9536","ENSG00000153029.10","MR1"
"9537","ENSG00000153037.8","SRP19"
"9538","ENSG00000153044.5","CENPH"
"9539","ENSG00000153046.13","CDYL"
"9540","ENSG00000153048.6","CARHSP1"
"9541","ENSG00000153060.3","TEKT5"
"9542","ENSG00000153064.7","BANK1"
"9543","ENSG00000153066.8","TXNDC11"
"9544","ENSG00000153071.10","DAB2"
"9545","ENSG00000153086.9","ACMSD"
"9546","ENSG00000153093.14","ACOXL"
"9547","ENSG00000153094.17","BCL2L11"
"9548","ENSG00000153107.7","ANAPC1"
"9549","ENSG00000153113.19","CAST"
"9550","ENSG00000153130.13","SCOC"
"9551","ENSG00000153132.8","CLGN"
"9552","ENSG00000153140.4","CETN3"
"9553","ENSG00000153147.5","SMARCA5"
"9554","ENSG00000153157.8","SYCP2L"
"9555","ENSG00000153162.8","BMP6"
"9556","ENSG00000153165.14","RGPD3"
"9557","ENSG00000153179.7","RASSF3"
"9558","ENSG00000153187.12","HNRNPU"
"9559","ENSG00000153201.11","RANBP2"
"9560","ENSG00000153207.10","AHCTF1"
"9561","ENSG00000153208.12","MERTK"
"9562","ENSG00000153214.5","TMEM87B"
"9563","ENSG00000153230.4","OR14K1"
"9564","ENSG00000153233.8","PTPRR"
"9565","ENSG00000153234.9","NR4A2"
"9566","ENSG00000153237.13","CCDC148"
"9567","ENSG00000153246.7","PLA2R1"
"9568","ENSG00000153250.13","RBMS1"
"9569","ENSG00000153253.11","SCN3A"
"9570","ENSG00000153266.8","FEZF2"
"9571","ENSG00000153283.8","CD96"
"9572","ENSG00000153291.11","SLC25A27"
"9573","ENSG00000153292.11","GPR110"
"9574","ENSG00000153294.7","GPR115"
"9575","ENSG00000153303.12","FRMD1"
"9576","ENSG00000153310.14","FAM49B"
"9577","ENSG00000153317.10","ASAP1"
"9578","ENSG00000153339.9","TRAPPC8"
"9579","ENSG00000153347.5","FAM81B"
"9580","ENSG00000153391.11","INO80C"
"9581","ENSG00000153395.5","LPCAT1"
"9582","ENSG00000153404.9","PLEKHG4B"
"9583","ENSG00000153406.9","NMRAL1"
"9584","ENSG00000153443.8","UBALD1"
"9585","ENSG00000153446.11","C16orf89"
"9586","ENSG00000153485.5","TMEM251"
"9587","ENSG00000153487.11","ING1"
"9588","ENSG00000153495.6","TEX29"
"9589","ENSG00000153498.7","SPACA7"
"9590","ENSG00000153531.8","ADPRHL1"
"9591","ENSG00000153551.9","CMTM7"
"9592","ENSG00000153558.9","FBXL2"
"9593","ENSG00000153560.7","UBP1"
"9594","ENSG00000153561.8","RMND5A"
"9595","ENSG00000153563.11","CD8A"
"9596","ENSG00000153574.8","RPIA"
"9597","ENSG00000153575.6","TUBGCP5"
"9598","ENSG00000153666.5","GOLGA8I"
"9599","ENSG00000153684.10","GOLGA8F"
"9600","ENSG00000153707.11","PTPRD"
"9601","ENSG00000153714.5","LURAP1L"
"9602","ENSG00000153721.13","CNKSR3"
"9603","ENSG00000153767.5","GTF2E1"
"9604","ENSG00000153774.4","CFDP1"
"9605","ENSG00000153779.8","TGIF2LX"
"9606","ENSG00000153786.8","ZDHHC7"
"9607","ENSG00000153789.8","FAM92B"
"9608","ENSG00000153790.7","C7orf31"
"9609","ENSG00000153802.7","TMPRSS11D"
"9610","ENSG00000153814.7","JAZF1"
"9611","ENSG00000153815.12","CMIP"
"9612","ENSG00000153820.8","SPHKAP"
"9613","ENSG00000153822.9","KCNJ16"
"9614","ENSG00000153823.14","PID1"
"9615","ENSG00000153827.9","TRIP12"
"9616","ENSG00000153832.7","FBXO36"
"9617","ENSG00000153879.4","CEBPG"
"9618","ENSG00000153885.10","KCTD15"
"9619","ENSG00000153896.13","ZNF599"
"9620","ENSG00000153898.8","MCOLN2"
"9621","ENSG00000153902.9","LGI4"
"9622","ENSG00000153904.14","DDAH1"
"9623","ENSG00000153914.11","SREK1"
"9624","ENSG00000153922.6","CHD1"
"9625","ENSG00000153930.6","ANKFN1"
"9626","ENSG00000153933.5","DGKE"
"9627","ENSG00000153936.12","HS2ST1"
"9628","ENSG00000153944.6","MSI2"
"9629","ENSG00000153956.11","CACNA2D1"
"9630","ENSG00000153975.5","ZUFSP"
"9631","ENSG00000153976.2","HS3ST3A1"
"9632","ENSG00000153982.6","GDPD1"
"9633","ENSG00000153989.7","NUS1"
"9634","ENSG00000153993.9","SEMA3D"
"9635","ENSG00000154001.9","PPP2R5E"
"9636","ENSG00000154007.6","ASB17"
"9637","ENSG00000154016.9","GRAP"
"9638","ENSG00000154025.11","SLC5A10"
"9639","ENSG00000154027.14","AK5"
"9640","ENSG00000154035.6","C17orf103"
"9641","ENSG00000154040.16","CABYR"
"9642","ENSG00000154059.5","IMPACT"
"9643","ENSG00000154065.12","ANKRD29"
"9644","ENSG00000154079.5","C6orf57"
"9645","ENSG00000154080.8","CHST9"
"9646","ENSG00000154096.9","THY1"
"9647","ENSG00000154099.13","DNAAF1"
"9648","ENSG00000154102.6","C16orf74"
"9649","ENSG00000154114.8","TBCEL"
"9650","ENSG00000154118.8","JPH3"
"9651","ENSG00000154122.8","ANKH"
"9652","ENSG00000154124.4","FAM105B"
"9653","ENSG00000154127.5","UBASH3B"
"9654","ENSG00000154133.10","ROBO4"
"9655","ENSG00000154134.10","ROBO3"
"9656","ENSG00000154143.2","PANX3"
"9657","ENSG00000154144.8","TBRG1"
"9658","ENSG00000154146.8","NRGN"
"9659","ENSG00000154153.9","FAM134B"
"9660","ENSG00000154162.9","CDH12"
"9661","ENSG00000154165.3","GPR15"
"9662","ENSG00000154174.7","TOMM70A"
"9663","ENSG00000154175.12","ABI3BP"
"9664","ENSG00000154188.5","ANGPT1"
"9665","ENSG00000154217.10","PITPNC1"
"9666","ENSG00000154222.10","CC2D1B"
"9667","ENSG00000154227.9","CERS3"
"9668","ENSG00000154229.7","PRKCA"
"9669","ENSG00000154237.8","LRRK1"
"9670","ENSG00000154240.12","CEP112"
"9671","ENSG00000154252.11","GAL3ST2"
"9672","ENSG00000154258.12","ABCA9"
"9673","ENSG00000154262.8","ABCA6"
"9674","ENSG00000154263.13","ABCA10"
"9675","ENSG00000154265.11","ABCA5"
"9676","ENSG00000154269.10","ENPP3"
"9677","ENSG00000154274.10","C4orf19"
"9678","ENSG00000154277.8","UCHL1"
"9679","ENSG00000154305.12","MIA3"
"9680","ENSG00000154309.7","DISP1"
"9681","ENSG00000154310.12","TNIK"
"9682","ENSG00000154319.10","FAM167A"
"9683","ENSG00000154328.11","NEIL2"
"9684","ENSG00000154330.8","PGM5"
"9685","ENSG00000154342.4","WNT3A"
"9686","ENSG00000154358.15","OBSCN"
"9687","ENSG00000154359.8","LONRF1"
"9688","ENSG00000154370.9","TRIM11"
"9689","ENSG00000154380.12","ENAH"
"9690","ENSG00000154415.3","PPP1R3A"
"9691","ENSG00000154429.6","CCSAP"
"9692","ENSG00000154438.3","ASZ1"
"9693","ENSG00000154447.10","SH3RF1"
"9694","ENSG00000154451.10","GBP5"
"9695","ENSG00000154473.13","BUB3"
"9696","ENSG00000154478.3","GPR26"
"9697","ENSG00000154479.8","CCDC173"
"9698","ENSG00000154485.4","MMP21"
"9699","ENSG00000154493.13","C10orf90"
"9700","ENSG00000154511.7","FAM69A"
"9701","ENSG00000154518.5","ATP5G3"
"9702","ENSG00000154529.10","CNTNAP3B"
"9703","ENSG00000154537.4","FAM27C"
"9704","ENSG00000154545.12","MAGED4"
"9705","ENSG00000154548.8","SRSF12"
"9706","ENSG00000154553.9","PDLIM3"
"9707","ENSG00000154556.13","SORBS2"
"9708","ENSG00000154582.12","TCEB1"
"9709","ENSG00000154589.2","LY96"
"9710","ENSG00000154611.10","PSMA8"
"9711","ENSG00000154620.5","TMSB4Y"
"9712","ENSG00000154639.14","CXADR"
"9713","ENSG00000154640.10","BTG3"
"9714","ENSG00000154642.6","C21orf91"
"9715","ENSG00000154645.9","CHODL"
"9716","ENSG00000154646.4","TMPRSS15"
"9717","ENSG00000154654.10","NCAM2"
"9718","ENSG00000154655.10","L3MBTL4"
"9719","ENSG00000154678.12","PDE1C"
"9720","ENSG00000154710.11","RABGEF1"
"9721","ENSG00000154719.9","MRPL39"
"9722","ENSG00000154721.10","JAM2"
"9723","ENSG00000154723.8","ATP5J"
"9724","ENSG00000154727.6","GABPA"
"9725","ENSG00000154734.10","ADAMTS1"
"9726","ENSG00000154736.5","ADAMTS5"
"9727","ENSG00000154743.13","TSEN2"
"9728","ENSG00000154760.9","SLFN13"
"9729","ENSG00000154764.5","WNT7A"
"9730","ENSG00000154767.10","XPC"
"9731","ENSG00000154768.4","C17orf50"
"9732","ENSG00000154781.11","CCDC174"
"9733","ENSG00000154783.6","FGD5"
"9734","ENSG00000154803.8","FLCN"
"9735","ENSG00000154813.5","DPH3"
"9736","ENSG00000154814.9","OXNAD1"
"9737","ENSG00000154822.11","PLCL2"
"9738","ENSG00000154832.10","CXXC1"
"9739","ENSG00000154839.5","SKA1"
"9740","ENSG00000154845.11","PPP4R1"
"9741","ENSG00000154856.8","APCDD1"
"9742","ENSG00000154864.7","PIEZO2"
"9743","ENSG00000154889.12","MPPE1"
"9744","ENSG00000154914.12","USP43"
"9745","ENSG00000154917.6","RAB6B"
"9746","ENSG00000154920.10","EME1"
"9747","ENSG00000154928.12","EPHB1"
"9748","ENSG00000154930.10","ACSS1"
"9749","ENSG00000154945.6","ANKRD40"
"9750","ENSG00000154957.9","ZNF18"
"9751","ENSG00000154975.9","CA10"
"9752","ENSG00000154978.8","VOPP1"
"9753","ENSG00000154997.8","SEPT14"
"9754","ENSG00000155008.9","APOOL"
"9755","ENSG00000155011.4","DKK2"
"9756","ENSG00000155016.13","CYP2U1"
"9757","ENSG00000155026.12","RSPH10B"
"9758","ENSG00000155034.14","FBXL18"
"9759","ENSG00000155052.14","CNTNAP5"
